country,country_code,region,income_group,year,population_total,population_female,population_male,population_growth_pct,urban_population_pct,fertility_rate,age_dependency_ratio_pct,gdp_current_usd,gdp_per_capita_usd,gdp_growth_pct,gdp_per_capita_ppp,inflation_consumer_pct,investment_gdp_pct,unemployment_total_pct,unemployment_female_pct,unemployment_male_pct,employment_total_pct,labor_force_participation_pct,life_expectancy_total,life_expectancy_female,life_expectancy_male,infant_mortality_rate,school_enrollment_tertiary_pct,internet_users_pct,mobile_subscriptions_per_100,co2_per_capita,renewable_energy_pct,exports_gdp_pct,imports_gdp_pct
Eswatini,SWZ,Sub-Saharan Africa ,Lower middle income,2019,1179874.0,601680.0,578194.0,0.931970814127083,24.3459549517751,2.925,63.7013214049848,4617018958.69086,3913.14577547336,6.43186888691574,9248.32206714455,2.59801620311077,17.6611246910449,28.222,29.839,26.704,36.051,50.226,59.85,62.541,57.106,47.6,,43.93389893,91.0519258836113,0.962899428244033,64.4,44.7614845159035,41.879310331856
Ethiopia,ETH,Sub-Saharan Africa ,Low income,2019,115737383.0,57695135.0,58042248.0,2.69123978261516,21.2486705780029,4.347,78.2497670217938,91834517113.6386,793.473247218996,8.36408573111346,2242.44488312932,15.8096321719344,35.2639756233364,2.928,4.003,2.095,69.478,71.573,65.741,68.863,62.778,40.8,,15.98460007,36.2199307720652,0.159693432847017,89.3,7.93996502525176,20.8753289040091
Faroe Islands,FRO,Europe & Central Asia,High income,2019,51790.0,25019.0,26771.0,1.54302729710577,38.3945655822754,2.4187,62.2392080696698,3266432734.22819,63070.7228080361,4.53851028676189,62225.8459648561,,,,,,,,82.3912829268293,84.5508,80.3346,,,,106.012499517766,0.0405483684108901,5.4,55.7697162765718,52.853529673679
Fiji,FJI,East Asia & Pacific,Upper middle income,2019,914899.0,459666.0,455233.0,-0.24900685817593,56.70989552257,2.385,52.5393519946514,5344907153.46698,5842.07344577597,-0.581946590349759,12978.0990352704,1.79388647514555,17.3576049397684,4.661,6.042,3.951,54.696,57.369,67.009,68.992,65.116,20.3,77.5562006170027,63.21789932,112.580732955222,1.76959423936413,26.5,50.6482147032588,60.0479774142425
Finland,FIN,Europe & Central Asia,High income,2019,5521606.0,2795824.0,2725782.0,0.110191690491055,72.7431214358314,1.35,61.1278822777906,267014821129.411,48358.1807773701,1.34973845741737,52276.1115723992,1.02409392963431,24.4207984303071,6.695,6.173,7.175,55.221,59.184,81.9829268292683,84.8,79.3,1.9,94.5891189575195,89.6073851129779,129.487723024493,7.99426833424913,45.4,40.6183181143561,39.9458321803805
France,FRA,Europe & Central Asia,High income,2019,67382061.0,34749339.0,32632722.0,0.332559129027963,78.6890784549356,1.86,61.339333625721,2722793515171.76,40408.2848574751,2.02744646419237,51130.4723140578,1.10825492288294,22.4160955392444,8.415,8.351,8.475,50.316,54.939,82.8268292682927,85.9,79.9,3.3,67.7331314086914,83.3397440866883,109.600780374596,4.79214044818249,15.5,32.8895429451147,33.5394177830602
French Polynesia,PYF,East Asia & Pacific,High income,2019,279034.0,137688.0,141346.0,-0.279503231980126,61.7824142427508,1.567,44.1090343805358,6022276196.13871,21582.5892046801,2.68946658143334,,,25.3054954915658,11.591,12.582,10.811,48.981,55.402,83.195,85.759,80.855,,,,113.964606463728,2.81327723503229,7.7,20.5923590296429,42.7137533727575
Gabon,GAB,Sub-Saharan Africa ,Upper middle income,2019,2267706.0,1112105.0,1155601.0,2.47279132038176,89.9031850170394,3.884,68.8283668428129,16874405465.391,7441.1786472281,3.92080879452831,15949.6373739622,2.46456756151187,21.8987965722319,20.371,29.024,14.674,40.945,51.42,67.337,69.764,65.149,30.1,,59.51760101,131.975264871196,2.49273935862938,90.2,51.4310732271996,21.9970162214648
"Gambia, The",GMB,Sub-Saharan Africa ,Low income,2019,2456844.0,1234385.0,1222459.0,2.35622071960344,61.643210849607,4.33,82.281039268218,1813609692.49994,738.186751987483,6.22205315994859,2421.72318070615,7.11567625631192,24.6538431612228,4.481,3.613,5.278,45.613,47.753,64.427,65.927,62.915,38.2,,31.11829948,105.204644657943,0.189267206220664,47.4,20.1658912380486,35.8320203806507
Georgia,GEO,Europe & Central Asia,Upper middle income,2019,3720161.0,1987553.0,1732608.0,-0.171565740223868,58.6304091780343,2.021,55.0571018914481,17638337116.9126,4741.2832715876,5.38071926589951,16770.1333771469,4.85289821696723,23.9627957205486,11.565,10.174,12.828,55.65,62.928,74.165,78.888,69.224,8.2,69.6463934713126,68.8467135616978,141.755414275788,3.20488817553864,24.7,54.3043084100873,63.5057718296264
Germany,DEU,Europe & Central Asia,High income,2019,83092962.0,42061667.0,41031295.0,0.22551987421288,81.3053991689039,1.54,54.5379868593646,3959894794039.21,47656.199739747,0.977734697038784,59310.9693966204,1.44565976888253,21.1522978107472,3.163,2.724,3.541,59.368,61.307,81.2926829268293,83.7,79.0,3.1,72.705078125,88.1345169091916,128.292298108313,8.38218043063623,17.1,42.3402444816356,36.7329982359327
Ghana,GHA,Sub-Saharan Africa ,Lower middle income,2019,31258945.0,15637515.0,15621430.0,2.00780519953703,55.7246279109161,3.593,69.4561926050096,68352629246.1555,2186.65822682613,6.5077747939152,6002.55044678386,7.14364003330857,18.0381936845263,3.067,3.25,2.901,61.758,63.712,64.455,66.574,62.387,32.9,17.3607250095097,22.0732,130.70523333401,0.648665525979844,42.6,37.4495998625311,39.3752028696209
Gibraltar,GIB,Europe & Central Asia,High income,2019,35494.0,17804.0,17690.0,1.81957598739227,100.0,1.912,55.300809450886,,,,,,,,,,,,83.183,85.79,80.53,,,,114.208035160872,20.2118667943878,0.0,,
Greece,GRC,Europe & Central Asia,High income,2019,10721582.0,5530964.0,5190618.0,-0.105339392724138,78.1888100466875,1.34,57.2897286477691,207305649887.019,19335.3602002969,2.27718065334808,31927.3792151369,0.253007522038157,10.97046317576,17.045,21.201,13.704,42.187,50.855,81.6390243902439,84.2,79.2,3.5,143.96272277832,75.6712066931757,110.855033355177,5.7354129269356,18.5,39.5602885530263,41.0298063980194
Greenland,GRL,Europe & Central Asia,High income,2019,56225.0,26550.0,29675.0,0.359917714454119,87.0217895507812,2.115,41.6639371110383,2997309971.87623,53309.2035905065,2.83217756798683,64264.0564607393,,30.7827757323515,,,,,,71.4092682926829,73.96,68.98,,,,109.935097353969,9.31791907514451,10.9,41.0427004962382,51.148051064511
Grenada,GRD,Latin America & Caribbean ,Upper middle income,2019,115981.0,57553.0,58428.0,0.250354079448358,36.1346465679904,1.542,46.9868829605221,1213485185.18519,10462.7929159533,0.676511738873756,16446.1138871871,0.598149764736022,,,,,,,74.971,78.194,72.101,16.8,,64.31279755,100.175028668489,1.55542718203844,10.4,,
Guam,GUM,East Asia & Pacific,High income,2019,161808.0,79447.0,82361.0,-0.536848682318792,94.0799802498939,2.938,56.481374028084,6355000000.0,39274.9431424899,2.52360203340596,,,,5.405,5.116,5.639,58.917,62.284,76.645,80.892,72.88,,,,,0.00247206565806388,4.5,22.2501966955153,55.8143194335169
Guatemala,GTM,Latin America & Caribbean ,Upper middle income,2019,17103803.0,8613924.0,8489879.0,1.52062955252943,54.1882267267974,2.593,63.4502854678952,77172331693.4093,4511.99839552697,4.01789830861587,10755.8801029589,3.69998398008605,14.3792899603231,2.193,2.946,1.84,57.871,59.169,71.639,74.018,69.28,20.2,22.559501429793,44.401049838502,122.043793418341,1.14962736649855,62.8,17.6119727745274,27.9047614104306
Guinea,GIN,Sub-Saharan Africa ,Lower middle income,2019,13034346.0,6613827.0,6420519.0,2.56100451729991,36.1281547546387,4.576,84.7162617278037,13442861496.4454,1031.34146480732,5.61691446889876,3105.82789015443,9.47001039253012,17.7992411069131,5.018,5.064,4.986,50.225,52.879,59.379,60.529,58.159,67.0,,23.89049911,98.7621473298315,0.369331917381969,68.3,35.0420493356329,43.3732638929645
Guinea-Bissau,GNB,Sub-Saharan Africa ,Low income,2019,1967696.0,997539.0,970157.0,2.34095994762157,43.8745574951172,4.153,78.2909872123504,1596214680.12925,811.210004050041,5.32749571119344,2247.29524698075,0.24660026814783,23.9030768059084,2.413,1.961,2.806,60.667,62.167,62.161,64.305,59.873,48.6,,17.92149925,80.8245277725828,0.181227181434531,86.2,18.2810341557162,31.6628713407858
Guyana,GUY,Latin America & Caribbean ,High income,2019,807665.0,411269.0,396396.0,2.0146740033225,26.4258834773058,2.521,53.9720485823168,5173760191.84652,6405.82443444562,5.35284003535665,13240.9713761155,2.11238986774464,,13.172,14.658,12.14,45.209,52.067,69.067,72.848,65.525,27.1,,55.31269836,96.327066296051,3.45861217212582,11.3,,
Haiti,HTI,Latin America & Caribbean ,Lower middle income,2019,11105163.0,5596002.0,5509161.0,1.29423660619831,52.0069059952475,2.862,59.4966700801278,15016090929.5125,1352.17204191532,-1.72309699839232,3236.97492504607,18.7037825672506,18.5362500202298,14.095,17.085,11.357,56.547,65.825,64.328,67.29,61.483,44.7,,35.76409912,61.6234088594647,0.323714293972993,76.4,10.5576734334849,34.0110453423444
Honduras,HND,Latin America & Caribbean ,Lower middle income,2019,9943633.0,4932542.0,5011091.0,1.81063773761993,56.3791561389766,2.611,57.5525251243283,24882225741.8119,2502.32744328073,2.55963434592314,5784.93081057111,4.36587159819274,22.8046970698247,5.698,8.241,4.315,59.578,63.177,72.124,74.726,69.651,14.9,25.3231382609304,39.3883521850111,76.0268304351136,1.02100509944404,46.2,40.2185209903792,59.2410142548624
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2019,7507900.0,4109737.0,3398163.0,0.739283471323064,100.0,1.064,41.7143206606678,363074545072.389,48359.0011950597,-1.67242865968056,61221.4195400701,2.88320853773996,18.2977495428858,2.917,2.301,3.543,58.245,59.995,85.1558536585366,88.06,82.39,,83.8542119335773,91.7434003891587,286.618647834243,5.79498927796055,0.2,177.651315174364,176.092205965367
Hungary,HUN,Europe & Central Asia,High income,2019,9694824.0,5052953.0,4641871.0,-0.125143121699401,70.4565277099609,1.58,51.8661548498973,164936682033.992,17012.8598553199,5.07718495088933,35627.2315520858,3.33858635382008,27.1243438949818,3.411,3.506,3.329,56.477,58.472,76.3195121951219,79.7,73.1,3.4,54.2122917175293,80.3716936050482,105.141557934591,5.31240175169761,13.6,81.065700696964,78.8598557678669
Iceland,ISL,Europe & Central Asia,High income,2019,360563.0,175702.0,184861.0,2.19893225826166,93.9770847416131,1.74,49.6379021983175,24985687022.0452,69296.3144361601,1.13821227336888,61270.1315624391,3.01397179156061,20.5982032391469,3.507,3.111,3.845,73.044,75.698,83.1634146341463,84.7,81.7,2.1,70.6093521118164,99.5049411693787,114.623232603271,8.81066554249882,81.7,44.7138622775299,39.0785036743144
India,IND,South Asia,Lower middle income,2019,1389030312.0,671679248.0,717351064.0,1.04001395098104,33.8139578818147,2.12,49.3781313856783,2835606256558.19,2041.42863698585,3.87143694070524,6945.40309824538,3.72950573539123,28.4545443348195,6.51,6.073,6.653,48.88,52.284,70.746,72.287,69.312,29.8,29.0233593907143,29.52350044,82.898144918237,1.83688223212799,33.5,18.664264897257,21.2411386333872
Indonesia,IDN,East Asia & Pacific,Upper middle income,2019,272489381.0,135572405.0,136916976.0,0.935604959235128,55.7382049560547,2.205,48.3187310528364,1119099871350.2,4106.94856160358,5.01928768046282,11986.4701508376,3.03058460941661,32.3468845518546,3.59,3.35,3.747,65.789,68.238,70.349,72.389,68.325,18.5,37.3230862728703,47.6906489788375,125.244348145809,2.33979466524606,19.8,18.5915277970883,19.0362497386225
"Iran, Islamic Rep.",IRN,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2019,87051648.0,42726607.0,44325041.0,1.07831720901251,75.2038879394531,1.766,44.7786947808427,347988400957.999,3997.4935449585,-2.36143538770575,13927.5128074328,39.9073455697784,25.2446130741474,10.74,17.633,9.144,39.299,44.027,76.855,78.832,74.987,12.1,58.1169509887695,72.4509047672065,135.622267599115,8.18571981543646,1.0,22.3147082096412,26.2770630040625
Iraq,IRQ,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2019,41192171.0,20564177.0,20627994.0,2.27501115691232,69.8683395385742,3.48,73.0951419263335,233636097800.338,5671.8568632942,5.5137905789381,12248.5917385963,-0.198965380023882,19.7640612140938,14.096,28.643,11.633,34.81,40.522,71.245,73.01,69.328,23.5,,44.3263465511579,90.3685290100393,4.70108992313127,0.9,38.0518681988838,30.9380702213968
Ireland,IRL,Europe & Central Asia,High income,2019,4976456.0,2511782.0,2464674.0,1.58865409604595,63.2737009154127,1.69,53.0371687022091,407211793800.713,81827.6688873996,4.97288003766816,92042.2566065385,0.937842961189274,53.2106628607249,4.95,4.685,5.175,59.227,62.312,82.7024390243903,84.7,80.8,3.0,74.444580078125,87.0000552425146,104.597515228061,7.30821291296457,12.3,131.224509342169,126.428263568252
Isle of Man,IMN,Europe & Central Asia,High income,2019,83957.0,42334.0,41623.0,0.181209143421298,52.1789898247578,1.606,58.7137753076618,7314967866.28289,87127.5517977404,0.254877847398262,,,,,,,,,80.74,82.778,78.735,,,,,,1.9,,
Israel,ISR,"Middle East, North Africa, Afghanistan & Pakistan",High income,2019,9054000.0,4556931.0,4497069.0,1.90898263957994,91.6154002002652,3.01,66.6943447277344,399207771081.611,44091.8678022544,3.57898762923605,41176.910821106,0.817645940292794,23.1324217345266,3.731,3.846,3.627,62.571,64.996,82.8048780487805,84.7,81.0,2.9,57.4564514160156,86.7878776180583,135.143345507015,7.21388336646786,4.5,29.0853955837603,27.442766261022
Italy,ITA,Europe & Central Asia,High income,2019,59729081.0,30598198.0,29130883.0,-0.247712826621699,69.5050010681153,1.27,56.5632847288554,2019606796583.53,33812.788724868,0.429162533780342,46661.9105159611,0.611246943765304,18.1291790303995,9.884,11.035,9.03,44.688,49.589,83.4975609756098,85.7,81.4,2.6,65.6895065307617,67.8507102874836,132.181234381376,5.56784056329278,17.3,30.9498739181942,27.7443163412796
Jamaica,JAM,Latin America & Caribbean ,Upper middle income,2019,2823271.0,1424516.0,1398755.0,0.112486030848061,56.6957957395074,1.39,39.0357469289986,17026269262.5307,6030.68896415921,1.80943147301357,10845.0113635875,3.90510000865872,,4.987,6.372,3.836,63.628,66.967,71.532,74.008,69.085,17.2,,70.8410169743356,107.105304450051,2.98926316318908,9.2,,
Japan,JPN,East Asia & Pacific,High income,2019,126633000.0,64757100.0,61875900.0,-0.140464977878172,91.7164207898107,1.36,69.4781102585107,5245755000479.03,41424.8655601543,-0.308496921143259,43743.5313931194,0.46877615938395,27.1778545672026,2.351,2.168,2.496,60.55,62.008,84.3563414634146,87.45,81.41,1.8,62.4008407592773,92.7303978145525,147.209910756974,8.87456666113888,7.8,17.0377974181499,17.320499861849
Jordan,JOR,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2019,10671891.0,5149737.0,5522154.0,1.98343822476301,91.515966492507,2.855,58.8802726956431,48640273802.8169,4557.79334729121,1.85633006592765,10305.6561841508,0.761514047265601,,16.801,23.993,15.366,32.649,39.242,76.865,79.231,74.806,13.7,30.1108403894558,70.08470154,72.8902684631993,2.18238735759201,8.5,,
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2019,19209555.0,9926312.0,9283243.0,1.45157995956237,59.0832474269546,2.89,57.4655912088719,181667184854.501,9457.12614657136,4.50000000091883,28689.2710838374,5.33356098916669,23.4674329467477,4.8,5.34,4.286,66.716,70.08,73.658,77.743,69.198,8.1,57.3421123781351,81.8776204746284,133.879728083238,11.3909406022159,1.9,36.4389870990994,28.419629452657
Kenya,KEN,Sub-Saharan Africa ,Lower middle income,2019,51202827.0,25717437.0,25485390.0,1.96381549826771,31.1895566421135,3.433,74.2639405667526,100378436207.371,1960.40808854893,5.11415885767801,4687.37782325306,5.23963795764792,18.961572231805,5.014,5.27,4.788,64.404,67.803,62.939,65.1,60.859,37.0,10.4975595474243,22.6687733618171,106.547822056778,0.380387200105182,68.1,11.4279956869332,20.3314661545478
Kiribati,KIR,East Asia & Pacific,Lower middle income,2019,123921.0,64170.0,59751.0,1.4934933399344,56.2846727145489,3.29,64.0121234580973,216891541.021351,1750.24040333237,3.31125827814569,2761.74331450078,-1.81307995302947,15.7619752390588,,,,,,65.866,67.498,64.025,42.9,,41.79299927,44.1071327700713,0.614100919133964,42.2,14.9888877146964,83.367694198499
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2019,26037632.0,13206827.0,12830805.0,0.409804313568107,62.3542226611578,1.825,42.9458246992114,,,,,,,3.439,3.583,3.302,79.354,82.18,72.928,75.863,69.945,14.3,,,16.3340506540687,2.81942305659747,10.0,,
"Korea, Rep.",KOR,East Asia & Pacific,High income,2019,51764822.0,25883574.0,25881248.0,0.347874968577526,81.2901063535619,0.918,37.8813882499402,1751045752054.63,33826.9443301597,2.31380210595475,46511.2196957018,0.383000303608136,30.112526532099,3.746,3.581,3.869,60.635,62.994,83.2268292682927,86.3,80.3,2.6,93.9989166259766,96.157579184239,133.079790493891,12.6531894575046,3.2,37.0413266370488,34.4057366033023
Kosovo,XKX,Europe & Central Asia,Upper middle income,2019,1788891.0,908689.0,880202.0,-0.457058941890623,44.0002171565695,1.575,46.3859932227911,7899204690.79214,4415.6992744623,4.75680057007834,10861.0531745974,2.67599202639893,31.0426389832901,,,,,,77.249,79.363,75.064,10.2,,,,,,29.3126074591152,56.440801046233
Kuwait,KWT,"Middle East, North Africa, Afghanistan & Pakistan",High income,2019,4442316.0,1702228.0,2740088.0,2.71071332448015,100.0,2.082,32.2422486608522,140856394860.529,31707.8737443551,2.26381706595791,50703.0001343301,1.09184802655856,22.7492715404258,2.213,6.0,0.981,71.706,73.328,81.969756097561,83.03,80.96,7.6,50.4400595299189,99.5426764518489,164.941648203568,21.7968059903888,0.1,52.0582560763879,39.6274563132075
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2019,6590211.0,3326680.0,3263531.0,2.24236415055009,34.8805205758044,3.3,60.7277440086941,9371275264.36735,1421.99927504102,4.60062565707598,5304.22758314405,1.13362257718804,30.008048742598,5.45,6.304,4.918,55.661,58.869,71.6,75.8,67.6,16.0,40.8257000638543,64.1,132.776694304851,1.55180160392437,28.3,33.4764696600324,60.9538126942615
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2019,7237636.0,3597824.0,3639812.0,1.52576304616693,35.9072880879451,2.589,56.4903622140064,18740561512.5555,2589.32081035237,5.4577350924848,7743.21906534261,3.32255881256925,,2.531,2.067,2.938,60.633,62.207,67.911,70.156,65.784,33.3,13.7404020217342,47.03229904,64.0668582946144,2.67630204116372,50.5,,
Latvia,LVA,Europe & Central Asia,High income,2019,1913822.0,1030973.0,882849.0,-0.695239140136066,68.066323694246,1.61,57.1028331214081,33099503950.847,17294.9751600969,0.675372771884227,32199.0960377091,2.81140920075624,22.7240395466554,6.312,5.424,7.194,57.231,61.086,75.3878048780488,80.1,70.9,3.3,94.8645324707031,86.13545644343,108.221910991332,4.13194121501373,41.5,62.5368430163073,62.7547886916228
Lebanon,LBN,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,2019,5794594.0,2971467.0,2823127.0,-3.21837128976045,89.4986743521503,2.327,57.947939773335,51605959131.2741,8905.88005497437,-6.91492472851026,21710.4648750807,3.00538949390383,13.5591549936245,11.301,14.323,9.922,43.368,48.894,78.208,80.048,76.211,12.6,50.1483937104215,81.48120117,73.1364785867655,4.66025747446672,5.1,20.6977589567577,42.2831570534023
Lesotho,LSO,Sub-Saharan Africa ,Lower middle income,2019,2209405.0,1134699.0,1074706.0,1.17469837087993,38.6040920446259,2.924,66.2552307394785,2390702295.82777,1082.05706777516,-1.41799383085205,2568.34114362719,5.18708359197982,25.8514905247969,16.876,19.098,15.104,47.925,57.655,55.249,57.674,52.716,63.5,,42.301733569273,76.1124827725111,0.354575100536117,41.6,46.2093281781161,94.3073053135637
Liberia,LBR,Sub-Saharan Africa ,Low income,2019,5043721.0,2529495.0,2514226.0,1.98225492944197,52.85526226447,4.257,81.5780596641484,3319596500.0,658.164180770507,-2.46729763532686,1899.52200972855,26.9662760197878,,3.071,2.329,3.744,74.464,76.823,61.232,62.437,60.018,63.3,,19.89579964,38.4041861157665,0.20014984968439,89.7,,
Libya,LBY,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,2019,6951033.0,3408223.0,3542810.0,1.47795950725002,87.8220115209342,2.539,52.6904898725235,69254496471.6938,9963.19489084483,-11.1960828853386,16194.1082061146,-2.16217883470591,13.7570741253253,19.087,25.159,15.958,39.81,49.201,72.941,76.203,70.075,9.2,,71.40409851,164.00440049702,8.26849764632106,3.0,42.35532240076,36.6386467842538
Liechtenstein,LIE,Europe & Central Asia,High income,2019,38563.0,19436.0,19127.0,0.825428790511035,14.6070830005951,1.48,49.0933694181326,6436467007.11932,166907.839305016,,,,,,,,,,84.1609756097561,85.8,82.6,,41.1658401489258,93.14610291,124.214360041623,,56.1,,
Lithuania,LTU,Europe & Central Asia,High income,2019,2811089.0,1503471.0,1307618.0,-0.288120400605037,67.245735168457,1.43,53.7688027144722,55122066225.796,19608.7943945553,4.67735183530451,40563.8304884555,2.33450937988027,21.2003099235928,6.255,5.492,7.021,58.187,62.069,76.2829268292683,81.2,71.6,3.3,75.0942306518555,81.5818683764046,132.528841977519,5.08575146500164,33.5,76.8187229886379,71.5562730231805
Luxembourg,LUX,Europe & Central Asia,High income,2019,620001.0,308152.0,311849.0,1.9628449198635,93.2589839734767,1.34,43.8630889675752,69872035113.6469,112696.649059674,2.74932091920692,121371.73990307,1.74332075653848,18.0483819362099,5.592,5.525,5.649,56.684,60.041,82.6390243902439,85.2,80.2,2.0,19.3969497680664,97.120635693272,131.870169616698,15.63174898105,16.4,206.580145839872,176.080634744548
"Macao SAR, China",MAC,East Asia & Pacific,High income,2019,672000.0,358919.0,313081.0,1.96865626033754,100.0,0.899,32.8591001563862,55025172016.004,81882.6964523869,-2.4609094006739,126029.622371097,2.75193081051975,13.8756842814004,1.73,1.336,2.127,68.582,69.789,83.9292682926829,86.9,81.1,,80.0911214953271,86.4679257062588,416.260540646881,3.34419642857143,8.4,82.646781315937,32.5845176196127
Madagascar,MDG,Sub-Saharan Africa ,Low income,2019,28219554.0,14063352.0,14156202.0,2.60136633480103,30.3046972370204,4.221,77.7556849963264,14104664678.5063,499.818837622534,4.41123212909589,1612.29772715626,5.61051441492365,21.2478039150184,2.479,2.623,2.342,83.25,85.366,63.504,65.142,61.911,44.1,5.28586006164551,9.379400253,46.077978411707,0.142139028845034,82.5,28.4244012431975,34.1769218025153
Malawi,MWI,Sub-Saharan Africa ,Low income,2019,19025752.0,9753369.0,9272383.0,2.65059567621331,16.1383746619001,3.952,86.6850770289584,11051852712.6142,580.889139762475,5.71682519194337,1450.01008064784,9.3708360560567,,4.964,5.866,4.11,60.13,63.271,64.995,68.428,61.584,38.3,,11.05860043,46.7841008334388,0.294726852321002,70.9,12.9894565946906,31.2059958688892
Malaysia,MYS,East Asia & Pacific,Upper middle income,2019,33440596.0,15854594.0,17586002.0,1.59646653343981,74.8377707734042,1.777,44.8360877975172,365177721021.516,10920.191763972,4.41318742129586,28933.928297233,0.662891865764326,22.9367865039746,3.33,3.478,3.243,63.678,65.871,75.9,78.604,73.539,6.8,40.8082966813944,84.1871450078281,133.372921941941,7.63039929073035,5.7,65.2777668428576,57.7507951850853
Maldives,MDV,South Asia,Upper middle income,2019,487731.0,189425.0,298306.0,3.04593554452725,40.0492764783282,1.64,34.2339490950724,5726094799.37709,11740.2724029785,6.92305989050099,23077.2112236652,0.220029731065383,44.0512013945222,4.562,3.762,4.808,60.729,63.632,79.707,81.514,78.392,6.4,24.6480059688561,77.46970367,169.774322321116,3.10683553024106,1.3,65.5134179400092,71.6118129351757
Mali,MLI,Sub-Saharan Africa ,Low income,2019,21068405.0,10432310.0,10636095.0,3.01814494306617,28.3520715749509,5.892,100.416568884451,20477421884.5414,971.949318638092,4.99999911699705,2819.86582297259,-1.65826694846365,24.0416131193112,3.29,3.63,3.07,65.177,67.394,59.217,60.424,58.045,57.6,,24.96030045,108.814511587375,0.290188080208255,74.9,21.7272254994959,32.2714877803678
Malta,MLT,"Middle East, North Africa, Afghanistan & Pakistan",High income,2019,503912.0,245181.0,258731.0,4.05171762437788,94.9332032524644,1.14,47.3547541904016,16337788880.578,32421.9087471186,4.0850557312243,51392.5014263659,1.6420600176894,20.0768740430803,4.08,4.682,3.681,57.823,60.283,82.6585365853659,84.4,81.0,5.4,58.4985084533691,85.7785963798031,125.866492068688,3.32002413119751,7.4,124.520039315181,108.550401626777
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2019,44007.0,21457.0,22550.0,-2.86271396531764,76.9422712042154,3.012,63.0311562256881,232900000.0,5292.33985502306,10.4521147301896,6045.06240783364,,50.2256762559038,,,,,,66.047,68.448,64.101,26.2,37.3626373626374,49.75749969,36.3578521598836,0.00227236575999273,12.1,37.0618720480893,115.945856590812
Mauritania,MRT,Sub-Saharan Africa ,Lower middle income,2019,4467708.0,2283919.0,2183789.0,2.95347297852629,56.0596215779146,4.984,89.6916163393409,7894764885.82312,1767.072710621,3.14100489264639,5610.13236713892,2.30009262117937,31.2427610467936,10.416,15.053,8.078,36.77,41.045,67.64,69.518,65.817,34.9,5.88823986461851,25.0977993,105.441089704161,1.00413903504884,21.2,42.3975240406607,51.089170094471
Mauritius,MUS,Sub-Saharan Africa ,Upper middle income,2019,1265985.0,630676.0,635309.0,0.0322330642925213,39.2509492806955,1.41,38.4410218949367,14645235204.6176,11568.2533399824,2.86394938684734,24374.7818286567,0.405655190309553,18.8145550298546,6.331,9.794,4.15,55.964,59.747,74.2358536585366,77.56,71.07,14.0,42.9878710798151,61.7299551453346,145.117277088014,3.32168232640987,8.9,60.3459360407147,67.5949630234179
Mexico,MEX,Latin America & Caribbean ,Upper middle income,2019,125762982.0,64578493.0,61184489.0,0.950144329831411,78.355984332992,2.02,50.7872946012451,1304106204006.27,10369.5553593527,-0.392690513290532,20964.2774863762,3.63596142127046,21.6659739999182,3.477,3.515,3.453,58.995,61.12,74.53,77.422,71.587,13.7,43.0441398620605,69.6321092705209,97.0358606795758,3.92542377851696,10.3,38.5296507889335,38.9323214620124
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Upper middle income,2019,110282.0,55394.0,54888.0,0.338797095962346,22.359245777081,2.883,60.8767323121809,395000000.0,3581.72684572278,3.64372469635627,3741.7086219508,1.92385170787923,,,,,,,66.196,69.548,63.012,23.7,,37.97370148,20.8556246712972,0.0018135325801128,2.0,35.4430379746835,71.1392405063291
Moldova,MDA,Europe & Central Asia,Upper middle income,2019,2664224.0,1433899.0,1230325.0,-1.60031653578231,40.772289276123,1.78,50.5590674260294,11736797054.6965,4405.33418162155,3.5523140853476,13413.2232935126,4.83778351428729,23.3938698713556,1.502,1.182,1.88,68.29,69.332,70.181,74.622,65.575,14.1,54.7812048030675,73.32610321,116.105189229966,3.41941968843461,22.0,31.1910849579769,56.4411521569138
Monaco,MCO,Europe & Central Asia,High income,2019,38109.0,19448.0,18661.0,-0.118012680389237,100.0,2.403,95.4356633673522,7383494129.41175,193746.729890885,7.12088951975396,,,,,,,,,86.151,88.323,84.209,2.6,,98.0,88.6483507832795,,,,
Mongolia,MNG,East Asia & Pacific,Upper middle income,2019,3267673.0,1634513.0,1633160.0,1.8371507310985,67.8277299551557,3.0,57.4288259442459,14206359017.5143,4347.54610314873,5.60224422064255,13604.978943194,7.30106953550729,27.9834550940703,9.024,8.038,9.824,59.679,65.598,71.0531707317073,75.96,66.38,12.8,67.970817565918,51.079994082603,136.719198864644,7.75337679137417,2.3,59.2172331806539,65.1792814405109
