country,country_code,region,income_group,year,population_total,population_female,population_male,population_growth_pct,urban_population_pct,fertility_rate,age_dependency_ratio_pct,gdp_current_usd,gdp_per_capita_usd,gdp_growth_pct,gdp_per_capita_ppp,inflation_consumer_pct,investment_gdp_pct,unemployment_total_pct,unemployment_female_pct,unemployment_male_pct,employment_total_pct,labor_force_participation_pct,life_expectancy_total,life_expectancy_female,life_expectancy_male,infant_mortality_rate,school_enrollment_tertiary_pct,internet_users_pct,mobile_subscriptions_per_100,co2_per_capita,renewable_energy_pct,exports_gdp_pct,imports_gdp_pct
Burkina Faso,BFA,Sub-Saharan Africa ,Low income,2019,20961952.0,10528619.0,10433333.0,2.52989803984158,26.1187254401157,4.681,88.9000632341781,16032813503.3707,764.853077774946,5.88920497068135,2232.16282016585,-3.23338933983322,18.8401565182191,4.493,4.597,4.399,74.13,77.617,60.184,61.948,58.335,50.2,6.90532594926159,9.27180600953186,97.1498646690919,0.271887847085997,72.7,29.2576956572794,31.1509972180432
Burundi,BDI,Sub-Saharan Africa ,Low income,2019,12255336.0,6171156.0,6084180.0,3.28367531420808,18.786178154187,5.271,98.9997673122223,2871555326.31029,234.31061590725,4.45934202358784,868.423731660834,-0.686772170797359,,1.043,0.957,1.135,78.909,79.741,62.18,64.028,60.31,35.7,,6.072199821,53.2995504978403,0.0624381085920451,84.8,,
Cabo Verde,CPV,Sub-Saharan Africa ,Upper middle income,2019,514104.0,252896.0,261208.0,0.134109462358547,71.6254285086577,1.698,51.9520708887398,2252177124.32402,4380.78117331128,6.94782634051859,8645.75646859343,1.10666674296063,,12.123,11.499,12.602,50.468,57.43,75.449,78.686,72.127,13.2,,61.9433977593088,115.867801067488,1.62982587180804,19.7,46.7050331370949,56.8976233266308
Cambodia,KHM,East Asia & Pacific,Lower middle income,2019,16481304.0,8423919.0,8057385.0,1.26258301009769,39.5830241256026,2.725,57.7205669146422,36685356407.7206,2225.87705485686,7.93695013588524,6153.99439528427,1.94257500833107,30.6598378372886,0.119,0.151,0.088,82.324,82.422,70.127,72.561,67.526,20.1,12.9409846754696,52.305878224498,129.957441474291,0.953249815669925,53.0,55.4468679729119,60.289811099536
Cameroon,CMR,Sub-Saharan Africa ,Lower middle income,2019,25506095.0,12792259.0,12713836.0,2.78164441246944,53.9487914119331,4.651,83.5806413466043,39667757527.6578,1555.22660476477,3.47505998194981,4241.11174920592,2.45280214062732,19.088506793809,3.632,4.177,3.187,65.003,67.453,61.695,63.825,59.629,46.9,15.0528614131463,36.53919983,83.9044001051513,0.402691984014017,78.9,19.8500907473186,23.528422500723
Canada,CAN,North America,High income,2019,37618495.0,18933946.0,18684549.0,1.46171259938134,81.7363672047941,1.47,50.4105729188803,1743728952156.85,46352.9695208927,1.90843193887251,50499.0822425462,1.94926902411593,22.5799284914038,5.69,5.263,6.07,62.065,65.809,82.1585365853659,84.32,80.1,4.5,73.1128768920898,91.91290283,90.9589210049458,16.190860373335,22.4,32.3526259007732,33.8187163722873
Cayman Islands,CYM,Latin America & Caribbean ,High income,2019,67327.0,33541.0,33786.0,2.08009420729087,100.0,1.508,31.4601476158863,5941896607.58643,88254.2903677044,3.91563534249416,72697.3672861884,,,,,,,,79.052,81.568,76.678,,,,147.043533797733,5.84460914640486,0.0,69.4710255697764,45.3675141253948
Central African Republic,CAF,Sub-Saharan Africa ,Low income,2019,4944703.0,2532900.0,2411803.0,1.34469255324203,41.7800430407332,6.09,104.954476234215,2221301351.43918,449.228467602439,3.09999999999999,984.843183678857,2.68537355266787,14.3881299969725,5.916,6.554,5.349,69.08,73.424,31.53,38.771,26.386,128.9,,7.509200096,32.2626859489842,0.0611563525655636,91.3,15.7553800018083,34.3104199996784
Chad,TCD,Sub-Saharan Africa ,Low income,2019,16685223.0,8313906.0,8371317.0,3.21991132048391,24.2731047386633,6.412,100.684531380519,14905517742.8454,893.336441643325,5.38282202874814,2351.65339767739,-0.971939175419401,20.2129960620874,1.077,0.73,1.315,59.299,59.944,52.993,54.583,51.444,64.6,,7.618199825,45.9378876746208,0.141712220447998,72.8,24.968456965958,21.7092677493188
Channel Islands,CHI,Europe & Central Asia,High income,2019,165639.0,83762.0,81877.0,0.417438625700863,32.8235411026876,1.35,50.7746363487411,10031864649.0819,60564.6293993681,1.57335596156342,,,,6.185,6.503,5.929,54.767,58.377,81.2,83.4,79.0,,,,,,,,
